BearID,Capture Date,YearCaptured,Popn,Sex,AgeClass,Mating,Denning,den_method,Lat,Long,NoCubs,CubAge,Urea Nitrogen,Creatinine
20668,10/05/2009,2009,SB,M,A,unknown,no,NA,70.8847,-149.3275,NA,NA,23,0.8
20886,10/05/2009,2009,SB,M,A,unknown,no,NA,71.0126,-149.7205,NA,NA,31,0.85
20110,10/05/2009,2009,SB,M,A,unknown,no,NA,70.6878,-148.7676,NA,NA,13,1.1
20498,15/05/2009,2009,SB,M,A,unknown,no,NA,70.7934,-149.4693,NA,NA,17.5,1.25
20446,17/05/2009,2009,SB,F,A,no,yes,coy,70.1752,-142.732,1,C0,26,0.75
20951,17/05/2009,2009,SB,F,A,unknown,yes,temp,70.3222,-142.1349,NA,NA,33,0.85
32214,17/05/2009,2009,SB,F,A,unknown,yes,temp,70.213,-142.7284,NA,NA,11.67,0.87
20735,18/05/2009,2009,SB,F,A,no,yes,visual; temp,70.188,-142.7603,2,C0,4,0.8
21045,19/05/2009,2009,SB,F,A,no,yes,coy,70.7201,-148.1984,1,C0,29,0.5
20845,19/05/2009,2009,SB,F,S,yes,no,NA,70.6449,-147.9489,NA,NA,7.5,0.8
32376,19/05/2009,2009,SB,M,A,unknown,no,NA,70.6449,-147.9489,NA,NA,7,1.15
21137,16/03/2010,2010,CS,F,A,no,no,older cubs,67.0562,-165.4325,3,C1,10,0.8
21065,17/03/2010,2010,CS,M,A,unknown,no,NA,66.785,-166.2513,NA,NA,7,1.2
21141,17/03/2010,2010,CS,M,A,unknown,no,NA,66.9142,-165.7806,NA,NA,4,1.5
21057,17/03/2010,2010,CS,F,A,unknown,no,temp,66.8552,-165.4207,NA,NA,7,1.3
21143,19/03/2010,2010,CS,F,A,no,no,NA,68.0459,-167.0154,1,C1,41,1
21142,19/03/2010,2010,CS,M,A,unknown,no,NA,67.8525,-166.754,NA,NA,22,0.65
21109,20/03/2010,2010,CS,F,A,unknown,no,temp,67.9399,-166.4681,1,C2,25,0.6
20794,20/03/2010,2010,CS,F,A,unknown,unknown,NA,68.1083,-167.2171,NA,NA,31.5,0.75
21145,20/03/2010,2010,CS,M,S,unknown,no,NA,68.1083,-167.2171,NA,NA,16.5,0.95
21146,20/03/2010,2010,CS,M,S ,unknown,no,NA,68.0749,-166.9933,NA,NA,40.5,1.9
21024,26/03/2010,2010,SB,F,A,no,no,temp,71.4892,-154.4273,1,C1,10,1.1
21151,27/03/2010,2010,SB,M,S,unknown,no,NA,71.2001,-157.1749,NA,NA,3,1.05
21083,28/03/2010,2010,CS,F,A,no,no,temp,66.7764,-165.716,1,C1,36.5,0.75
21152,28/03/2010,2010,SB,F,A,no,no,older cubs,71.3864,-156.3834,2,C1,29.5,0.75
20776,29/03/2010,2010,SB,F,A,no,no,older cubs,70.9929,-158.4832,1,C1,5.33,1.07
21149,29/03/2010,2010,CS,M,S,unknown,no,NA,66.6537,-166.8729,NA,NA,9.5,1
21148,29/03/2010,2010,CS,M,A,unknown,no,NA,66.6667,-166.6829,NA,NA,7,1.55
21103,30/03/2010,2010,CS,M,A,unknown,no,NA,67.9086,-167.3345,NA,NA,7,0.7
21158,30/03/2010,2010,CS,F,A,unknown,unknown,NA,68.4512,-167.4168,NA,NA,9,0.9
20485,31/03/2010,2010,SB,F,A,unknown,no,temp,71.5759,-154.1925,1,C2,4,1.1
21159,31/03/2010,2010,CS,F,A,no,no,NA,68.13,-167.5376,2,C1,30,0.9
21157,31/03/2010,2010,SB,F,A,unknown,unknown,NA,71.9511,-156.4415,NA,NA,10.5,1
32376,31/03/2010,2010,SB,M,A,unknown,no,NA,71.5441,-155.28,NA,NA,3,1.2
20992,01/04/2010,2010,SB,F,A,no,no,older cubs,71.5071,-156.9909,1,C1,10.5,0.75
20879,01/04/2010,2010,CS,M,A,unknown,no,NA,67.3432,-164.2303,NA,NA,36,1.3
20449,01/04/2010,2010,SB,M,A,unknown,no,NA,71.458,-157.1393,NA,NA,7.5,1.35
21162,02/04/2010,2010,CS,F,A,unknown,unknown,NA,67.8782,-167.2109,NA,NA,11,0.5
20986,02/04/2010,2010,CS,M,A,unknown,no,NA,68.0555,-167.5691,NA,NA,7,1.3
21164,03/04/2010,2010,CS,F,A,no,no,NA,67.9876,-167.6197,2,C1,6.5,0.75
21167,04/04/2010,2010,CS,M,S,unknown,no,NA,67.5253,-164.9582,NA,NA,6,1
20994,04/04/2010,2010,SB,M,A,unknown,no,NA,71.944,-156.4606,NA,NA,7.67,1.03
21168,04/04/2010,2010,CS,M,A,unknown,no,NA,67.8946,-167.7502,NA,NA,43,1.6
21169,04/04/2010,2010,CS,M,A,unknown,no,NA,67.8946,-167.7502,NA,NA,19,3.45
20529,05/04/2010,2010,SB,F,A,no,yes,coy,71.4407,-156.4665,2,C0,3.67,1.23
21000,05/04/2010,2010,SB,F,A,no,yes,visual,71.2964,-156.8215,2,C0,4,1.6
20528,05/04/2010,2010,SB,F,A,no,no,older cubs,71.3701,-156.7254,3,C1,34.5,1.35
20878,06/04/2010,2010,SB,M,A,unknown,no,NA,71.7789,-155.5185,NA,NA,10.33,1.33
20859,08/04/2010,2010,SB,F,A,yes,unknown,NA,71.4068,-156.7573,NA,NA,23,1.17
20928,08/04/2010,2010,SB,M,A,yes,no,NA,71.5177,-155.9042,NA,NA,11.33,1.73
20932,08/04/2010,2010,SB,M,A,yes,no,NA,71.2874,-156.7573,NA,NA,7.67,2.3
20354,09/04/2010,2010,SB,F,A,no,no,temp,70.5958,-148.9281,1,C1,18,0.85
21171,09/04/2010,2010,CS,F,A,no,no,NA,67.8402,-167.3387,2,c1,9,0.75
21170,09/04/2010,2010,CS,M,A,unknown,no,NA,67.9149,-167.3499,NA,NA,8,0.9
21045,09/04/2010,2010,SB,F,A,unknown,no,temp,70.691,-147.9556,NA,NA,9.5,0.95
20423,11/04/2010,2010,SB,F,A,no,yes,coy,70.4088,-144.0434,3,C0,7,1.07
20606,11/04/2010,2010,SB,M,A,unknown,no,NA,70.1989,-144.6383,NA,NA,11,0.95
20195,11/04/2010,2010,SB,M,A,unknown,no,NA,70.4363,-144.7308,NA,NA,22,1.6
32366,12/04/2010,2010,SB,F,A,no,yes,coy,70.3688,-142.7168,2,C0,3,1.2
20972,12/04/2010,2010,SB,M,S,unknown,no,NA,70.2051,-142.8263,NA,NA,9,1.05
20475,13/04/2010,2010,SB,M,A,yes,no,NA,70.2718,-142.9081,NA,NA,2.67,1.1
20753,13/04/2010,2010,SB,M,A,unknown,no,NA,70.3704,-142.7076,NA,NA,5.67,1.37
20414,13/04/2010,2010,SB,F,A,yes,unknown,temp,70.2718,-142.9081,NA,NA,9.5,1.15
32267,14/04/2010,2010,SB,F,A,no,yes,coy,69.999,-141.3648,1,C0,18,0.95
20586,14/04/2010,2010,SB,F,A,no,yes,coy,70.0784,-145.1953,2,C0,24,1.17
32227,15/04/2010,2010,SB,F,A,no,yes,coy,70.0879,-141.2415,2,C0,15,1
21174,15/04/2010,2010,CS,F,A,no,no,NA,67.0222,-166.0706,2,C1,39.5,0.45
20726,15/04/2010,2010,SB,M,A,unknown,no,NA,70.1523,-141.3177,NA,NA,37.67,1.43
21178,16/04/2010,2010,CS,M,S,unknown,no,NA,67.8715,-166.4191,NA,NA,7,0.55
21022,16/04/2010,2010,SB,M,S ,unknown,no,NA,70.1891,-144.0368,NA,NA,16.67,0.63
21179,16/04/2010,2010,CS,M,A,unknown,no,NA,67.7619,-167.2495,NA,NA,14,1.1
21177,16/04/2010,2010,CS,M,S,unknown,no,NA,67.8715,-166.4191,NA,NA,7,1.2
20757,17/04/2010,2010,SB,M,A,unknown,no,NA,70.2487,-143.1266,NA,NA,24,1.3
20498,17/04/2010,2010,SB,M,A,unknown,no,NA,70.4063,-143.4562,NA,NA,11,1.47
21127,17/04/2010,2010,SB,M,A,yes,no,NA,70.5217,-142.3786,NA,NA,8.5,1.65
21219,18/04/2010,2010,SB,F,A,unknown,no,older cubs,70.9218,-143.0287,1,C2,10.5,0.95
21180,18/04/2010,2010,CS,F,A,no,no,NA,68.9127,-167.1229,3,C1,9.5,0.75
21015,18/04/2010,2010,SB,F,A,yes,yes,temp,69.6803,-139.791,NA,NA,5,1.45
21184,19/04/2010,2010,CS,F,S ,unknown,no,older cubs,67.0159,-166.239,1,C2,31.5,0.8
20424,19/04/2010,2010,SB,M,A,yes,no,NA,70.252,-145.7283,NA,NA,4,1.15
20965,19/04/2010,2010,SB,F,A,unknown,unknown,NA,70.252,-145.7283,NA,NA,9.67,1.2
21186,20/04/2010,2010,CS,M,A,unknown,no,NA,67.4239,-166.5114,NA,NA,18.5,1
21188,22/04/2010,2010,CS,F,A,no,no,NA,67.8414,-166.8412,1,C1,20.5,0.8
20132,22/04/2010,2010,SB,F,A,unknown,unknown,NA,70.1986,-142.5339,NA,NA,9.33,1.2
21107,22/04/2010,2010,CS,M,A,unknown,no,NA,67.9108,-167.223,NA,NA,11,1.25
21189,24/04/2010,2010,CS,M,A,unknown,no,NA,68.1113,-166.8555,NA,NA,7,1.1
21121,24/04/2010,2010,CS,M,A,unknown,no,NA,68.0399,-167.1437,NA,NA,10.5,1.2
32923,25/04/2010,2010,SB,F,A,yes,unknown,NA,71.0352,-148.6862,NA,NA,2,0.83
20125,25/04/2010,2010,SB,M,A,yes,no,NA,71.0352,-148.6862,NA,NA,8,1.63
21190,26/04/2010,2010,CS,F,A,no,no,NA,67.801,-165.4424,2,C1,30.5,0.65
20600,26/04/2010,2010,SB,F,A,unknown,unknown,NA,70.772,-148.4687,NA,NA,54,1.3
20913,26/04/2010,2010,SB,M,A,unknown,no,NA,70.8521,-148.435,NA,NA,12,1.55
21193,27/04/2010,2010,CS,F,A,unknown,unknown,NA,67.9721,-166.3382,NA,NA,19,1
21194,29/04/2010,2010,CS,F,A,no,no,NA,67.8062,-165.508,2,C1,34,0.5
21197,29/04/2010,2010,CS,F,A,no,no,NA,67.545,-165.5524,2,C1,22.5,0.55
21221,04/05/2010,2010,SB,F,A,unknown,unknown,NA,70.7953,-147.0478,NA,NA,21.5,0.55
21222,04/05/2010,2010,SB,M,A,unknown,no,NA,70.8584,-146.7222,NA,NA,8,0.95
21197,15/03/2011,2011,CS,F,A,unknown,no,temp,67.7147,-166.4682,2,C2,10,1.15
21200,15/03/2011,2011,CS,M,S ,unknown,no,NA,67.6922,-166.4866,NA,NA,8.5,2
21194,16/03/2011,2011,CS,F,A,unknown,no,temp,66.6702,-165.145,2,C2,7,2.75
21202,17/03/2011,2011,CS,F,S,unknown,no,NA,67.3198,-166.3747,NA,NA,10,1.75
21152,22/03/2011,2011,SB,F,A,unknown,no,older cubs,71.3674,-155.5162,1,C2,14.5,0.95
21229,23/03/2011,2011,SB,F,A,no,no,older cubs,71.0979,-154.1277,1,C1,30,1.3
21204,23/03/2011,2011,CS,M,S,unknown,no,NA,67.4116,-165.8026,NA,NA,4.33,0.83
21231,23/03/2011,2011,SB,M,A,unknown,no,NA,71.3845,-155.5743,NA,NA,17.5,1.45
21084,24/03/2011,2011,CS,F,S ,no,no,older cubs,67.5717,-165.0088,2,C1,35.5,1.1
21226,24/03/2011,2011,SB,F,S,unknown,no,NA,71.2947,-153.0767,NA,NA,11.5,0.75
21232,24/03/2011,2011,SB,M,S,unknown,no,NA,71.0384,-153.1466,NA,NA,17.5,1.05
21225,24/03/2011,2011,SB,M,A,unknown,no,NA,71.4593,-156.3436,NA,NA,8,1.3
21227,25/03/2011,2011,SB,M,A,unknown,no,NA,71.4645,-156.1371,NA,NA,2,1.43
21491,26/03/2011,2011,CS,F,S ,no,no,older cubs,67.6608,-165.4019,1,C1,13.5,0.95
21489,26/03/2011,2011,CS,F,A,no,no,older cubs,67.682,-165.6878,1,C1,8.5,1.15
21494,27/03/2011,2011,CS,F,S,unknown,no,NA,67.2711,-164.777,NA,NA,6.5,0.7
21493,27/03/2011,2011,CS,F,S,unknown,no,NA,67.6031,-165.0421,NA,NA,6,0.8
21233,28/03/2011,2011,SB,F,A,no,no,older cubs,71.4452,-156.3547,1,C1,3.67,1.33
21236,28/03/2011,2011,SB,F,S,unknown,no,NA,71.4347,-154.4157,NA,NA,15.5,0.7
21496,28/03/2011,2011,CS,F,S,unknown,no,NA,68.0114,-167.2153,NA,NA,22.5,0.75
21495,28/03/2011,2011,CS,M,S,unknown,no,NA,68.3222,-167.9161,NA,NA,9.5,1.1
21235,28/03/2011,2011,SB,M,A,unknown,no,NA,71.3852,-154.4112,NA,NA,7.5,1.3
21497,29/03/2011,2011,CS,M,S,unknown,no,NA,67.9572,-166.031,NA,NA,4,0.7
21237,29/03/2011,2011,SB,F,A,unknown,unknown,NA,71.4579,-156.3886,NA,NA,9,1.15
21238,29/03/2011,2011,SB,F,A,unknown,unknown,NA,71.4686,-155.8085,NA,NA,10.5,1.15
21064,29/03/2011,2011,CS,M,S ,unknown,no,NA,67.4689,-165.3102,NA,NA,11,1.27
21240,30/03/2011,2011,SB,F,A,unknown,no,older cubs,71.3418,-155.0497,2,C2,9,0.85
21498,30/03/2011,2011,CS,F,S,unknown,no,NA,67.1174,-165.9855,NA,NA,8.5,0.55
21499,30/03/2011,2011,CS,M,S,unknown,no,NA,67.2015,-165.9976,NA,NA,5,0.8
21239,30/03/2011,2011,SB,M,A,unknown,no,NA,71.1405,-153.6723,NA,NA,17.33,1.63
20938,31/03/2011,2011,SB,F,S,unknown,no,NA,70.5138,-147.7581,NA,NA,3,0.95
20475,01/04/2011,2011,SB,M,A,unknown,no,NA,70.2763,-143.6266,NA,NA,6,1.2
20631,01/04/2011,2011,SB,M,A,yes,no,NA,70.2781,-143.6153,NA,NA,19.5,1.25
20550,01/04/2011,2011,SB,M,A,unknown,no,NA,70.2242,-143.1792,NA,NA,2,1.33
6700,01/04/2011,2011,SB,F,A,yes,unknown,NA,70.2781,-143.6153,NA,NA,4,1.5
32366,02/04/2011,2011,SB,F,A,no,no,older cubs,70.1329,-142.0043,2,C1,4,1.2
21219,02/04/2011,2011,SB,F,A,unknown,unknown,NA,70.2243,-141.9394,NA,NA,6,1.5
20525,06/04/2011,2011,SB,F,A,no,no,older cubs,70.1657,-142.6082,2,C1,37,1.05
21500,06/04/2011,2011,CS,F,A,unknown,no,older cubs,67.0612,-166.1655,2,C2,45.5,1.15
21245,06/04/2011,2011,SB,F,S,unknown,no,NA,70.1423,-142.6029,NA,NA,37,1.05
32255,07/04/2011,2011,SB,F,A,no,no,older cubs,70.265,-144.4051,1,C1,11.5,1.05
21250,07/04/2011,2011,SB,M,S,unknown,no,NA,70.281,-144.4154,NA,NA,11,0.9
20935,07/04/2011,2011,SB,M,A,unknown,no,NA,70.275,-144.5285,NA,NA,6.5,1.35
21251,08/04/2011,2011,SB,F,A,no,no,older cubs,70.2606,-144.3387,1,C1,22.5,0.9
20971,08/04/2011,2011,SB,F,S,unknown,no,NA,70.2782,-145.0791,NA,NA,16,0.55
21503,09/04/2011,2011,CS,F,S,unknown,no,NA,67.2174,-166.1758,NA,NA,20.5,1.1
21090,09/04/2011,2011,CS,M,A,unknown,no,NA,67.3477,-165.7415,NA,NA,6,1.75
21504,10/04/2011,2011,CS,M,A,unknown,no,NA,67.5151,-166.1997,NA,NA,6,1.4
21505,11/04/2011,2011,CS,F,A,no,no,older cubs,67.2401,-165.7516,1,C1,9,1.2
21254,12/04/2011,2011,SB,M,A,unknown,no,NA,70.5153,-146.6442,NA,NA,30,0.95
21107,12/04/2011,2011,CS,M,A,unknown,no,NA,67.5304,-166.6238,NA,NA,5.6,1.56
20580,12/04/2011,2011,SB,M,A,unknown,no,NA,70.3379,-145.9041,NA,NA,14,1.6
21508,12/04/2011,2011,CS,M,A,unknown,no,NA,67.5016,-166.7739,NA,NA,33,1.75
21509,13/04/2011,2011,CS,F,S ,unknown,no,older cubs,67.1022,-165.3659,2,C2,5.5,1.1
21190,13/04/2011,2011,CS,F,A,unknown,no,temp,67.0933,-165.3439,2,C2,43,1.05
21512,14/04/2011,2011,CS,F,A,unknown,no,older cubs,66.5983,-165.2702,1,C2,11,1.05
21256,14/04/2011,2011,SB,M,S,unknown,no,NA,70.8458,-147.195,NA,NA,38.67,1
21507,14/04/2011,2011,CS,M,A,unknown,no,NA,66.5983,-165.2702,NA,NA,15.5,1.45
21054,14/04/2011,2011,CS,M,A,unknown,no,NA,66.5398,-165.5291,NA,NA,7,1.55
21260,16/04/2011,2011,SB,M,S,unknown,no,NA,70.6171,-144.8173,NA,NA,11.67,0.8
21515,17/04/2011,2011,CS,M,A,unknown,no,NA,66.5856,-166.2982,NA,NA,48,1.6
21186,17/04/2011,2011,CS,M,A,unknown,no,NA,66.6602,-166.1168,NA,NA,14.5,1.7
21520,20/04/2011,2011,CS,F,A,no,no,older cubs,66.9909,-165.4765,1,C1,25.5,1
21517,20/04/2011,2011,CS,M,S,unknown,no,NA,66.65,-165.9905,NA,NA,19,1
21519,20/04/2011,2011,CS,M,S,unknown,no,NA,66.7226,-166.3647,NA,NA,13,1.1
21518,20/04/2011,2011,CS,M,S,unknown,no,NA,66.5747,-166.7243,NA,NA,21,1.4
21522,21/04/2011,2011,CS,F,A,no,yes,coy,67.1724,-165.7836,1,c0,30.5,0.8
21524,21/04/2011,2011,CS,M,A,unknown,no,NA,66.7885,-166.159,NA,NA,7,1.35
21528,22/04/2011,2011,CS,F,A,no,no,older cubs,66.733,-165.4943,1,C1,11,1
21527,22/04/2011,2011,CS,F,S,unknown,no,NA,67.017,-166.0845,NA,NA,30.5,0.6
21525,22/04/2011,2011,CS,M,S,unknown,no,NA,67.0552,-165.2271,NA,NA,29,0.7
21526,22/04/2011,2011,CS,M,A,unknown,no,NA,67.1551,-166.5118,NA,NA,11,0.9
21530,24/04/2011,2011,CS,M,A,unknown,no,NA,67.3711,-165.6397,NA,NA,9,1.45
21532,25/04/2011,2011,CS,M,A,unknown,no,NA,66.5337,-165.7636,NA,NA,13,2.33
21083,27/04/2011,2011,CS,F,A,no,yes,coy,67.2025,-166.7636,1,C0,5.5,1.05
21533,27/04/2011,2011,CS,M,A,unknown,no,NA,67.4011,-166.6877,NA,NA,36,1.05
21536,27/04/2011,2011,CS,M,A,unknown,no,NA,67.2444,-166.6524,NA,NA,22,1.25
21538,28/04/2011,2011,CS,F,A,unknown,unknown,NA,67.3799,-166.2101,NA,NA,9.5,0.7
21274,21/03/2012,2012,SB,M,A,unknown,no,NA,71.4097,-156.5063,NA,NA,19.5,0.65
20229,21/03/2012,2012,SB,F,A,yes,unknown,NA,71.3735,-156.7003,NA,NA,3,0.8
21239,21/03/2012,2012,SB,M,A,yes,no,NA,71.3735,-156.7003,NA,NA,4,1.2
21275,22/03/2012,2012,SB,M,A,unknown,no,NA,71.5587,-156.2983,NA,NA,10,1
21277,26/03/2012,2012,SB,M,S,unknown,no,NA,71.3717,-156.8289,NA,NA,2,0.9
21278,27/03/2012,2012,SB,F,A,unknown,unknown,NA,71.5096,-155.5909,NA,NA,41.5,0.7
21279,27/03/2012,2012,SB,M,A,unknown,no,NA,71.5567,-155.6111,NA,NA,2,0.9
20994,28/03/2012,2012,SB,M,A,unknown,no,NA,71.546,-155.3105,NA,NA,9,1.25
21282,29/03/2012,2012,SB,M,A,unknown,no,NA,71.4565,-155.6256,NA,NA,3,1.2
21283,30/03/2012,2012,SB,F,A,no,yes,coy,71.4136,-156.6287,2,C0,4.5,0.7
20121,30/03/2012,2012,SB,M,A,unknown,no,NA,71.4666,-155.7469,NA,NA,4,1.2
21287,31/03/2012,2012,SB,F,S,unknown,no,NA,71.5785,-156.313,NA,NA,41.5,0.75
21291,31/03/2012,2012,SB,F,A,unknown,unknown,NA,71.5027,-156.014,NA,NA,32.5,0.8
21292,31/03/2012,2012,SB,F,S,unknown,no,NA,71.444,-156.2956,NA,NA,2,0.9
21290,31/03/2012,2012,SB,M,A,unknown,no,NA,71.6922,-155.8691,NA,NA,9,1.3
20935,01/04/2012,2012,SB,M,A,unknown,no,NA,71.5838,-154.3608,NA,NA,5,1.1
20520,04/04/2012,2012,SB,F,A,no,no,older cubs,70.1412,-143.0452,2,C1,9,1
20586,04/04/2012,2012,SB,F,A,yes,unknown,NA,70.2174,-143.5376,NA,NA,47,1.2
20556,04/04/2012,2012,SB,M,A,unknown,no,NA,70.1716,-143.3352,NA,NA,6.5,1.3
21075,04/04/2012,2012,SB,M,A,yes,no,NA,70.2174,-143.5376,NA,NA,27,1.5
21300,05/04/2012,2012,SB,F,A,unknown,unknown,NA,70.2344,-143.5384,NA,NA,22,0.95
21299,05/04/2012,2012,SB,F,A,unknown,unknown,NA,70.3988,-142.8249,NA,NA,12,1
21297,05/04/2012,2012,SB,M,A,unknown,no,NA,70.1428,-142.4866,NA,NA,10,1.25
21298,05/04/2012,2012,SB,M,A,unknown,no,NA,70.3393,-142.8039,NA,NA,8,1.3
32227,07/04/2012,2012,SB,F,A,unknown,no,older cubs,70.7671,-143.2587,1,C2,20.5,1.15
21015,07/04/2012,2012,SB,F,A,no,no,older cubs,70.3986,-143.6401,2,C1,6,1.15
99990,07/04/2012,2012,SB,M,A,unknown,no,NA,70.592,-143.4841,NA,NA,19,1.55
20819,08/04/2012,2012,SB,M,A,unknown,no,NA,70.6689,-143.5727,NA,NA,2,0.95
32621,08/04/2012,2012,SB,M,A,yes,no,NA,70.6553,-143.5828,NA,NA,4,1.15
20195,08/04/2012,2012,SB,M,A,unknown,no,NA,70.237,-143.311,NA,NA,19.5,1.65
20442,11/04/2012,2012,SB,F,A,unknown,no,older cubs,70.4101,-143.5282,2,C2,35,0.85
21296,11/04/2012,2012,SB,F,A,no,no,older cubs,70.4143,-143.5357,2,C1,24,1
32698,12/04/2012,2012,SB,F,A,no,yes,coy,70.1288,-145.4422,1,C0,16,1.05
21264,12/04/2012,2012,SB,F,A,no,yes,coy,70.1277,-145.7006,1,C0,4,1.5
21309,12/04/2012,2012,SB,F,A,no,yes,coy,70.0607,-144.3418,2,C0,14,0.45
21307,12/04/2012,2012,SB,F,A,unknown,unknown,NA,70.2225,-145.7732,NA,NA,13,0.65
21313,15/04/2012,2012,SB,F,A,no,no,older cubs,70.0336,-142.4398,2,C1,4.5,1.05
21011,15/04/2012,2012,SB,M,S,unknown,no,NA,70.0572,-142.7027,NA,NA,7,0.8
21312,15/04/2012,2012,SB,M,S,unknown,no,NA,70.1707,-143.1033,NA,NA,85.5,0.9
20967,15/04/2012,2012,SB,M,S,unknown,no,NA,70.206,-145.0632,NA,NA,17,1.05
21219,22/04/2012,2012,SB,F,A,no,yes,coy,70.9501,-149.1704,2,C0,37.5,1.15
21262,22/04/2012,2012,SB,M,S,unknown,no,NA,70.4957,-147.9701,NA,NA,9,0.8
20110,22/04/2012,2012,SB,M,A,unknown,no,NA,70.5645,-147.8443,NA,NA,17,1.1
20751,22/04/2012,2012,SB,M,A,unknown,no,NA,70.5181,-147.4362,NA,NA,20.5,1.35
21319,24/04/2012,2012,SB,M,A,unknown,no,NA,70.667,-148.3376,NA,NA,6,1.2
20482,24/04/2012,2012,SB,M,A,unknown,no,NA,70.6974,-147.7187,NA,NA,6.5,1.2
32364,26/04/2012,2012,SB,F,A,no,no,older cubs,70.6296,-147.5455,2,C1,22.5,1.15
21321,26/04/2012,2012,SB,M,S,unknown,no,NA,70.5672,-148.404,NA,NA,12.5,0.85
21322,26/04/2012,2012,SB,F,S,unknown,no,NA,70.5276,-147.9073,NA,NA,12,1.05
21032,26/04/2012,2012,SB,M,A,unknown,no,NA,70.5881,-147.6528,NA,NA,14,1.25
21269,26/04/2012,2012,SB,M,A,unknown,no,NA,70.4988,-147.3504,NA,NA,16,1.3
21325,27/04/2012,2012,SB,M,A,unknown,no,NA,70.5598,-148.4399,NA,NA,16,1
21540,18/03/2013,2013,CS,M,S,unknown,no,NA,66.9595,-168.0369,NA,NA,1,0.8
21543,19/03/2013,2013,CS,M,S,unknown,no,NA,67.7167,-165.9757,NA,NA,31.5,0.4
21545,19/03/2013,2013,CS,M,S,unknown,no,NA,67.4106,-165.8182,NA,NA,3,0.9
21546,20/03/2013,2013,CS,M,S,unknown,no,NA,67.4233,-165.6158,NA,NA,5,0.85
21548,21/03/2013,2013,CS,F,A,unknown,no,older cubs,67.32,-164.93,2,C2,20.5,0.65
21286,24/03/2013,2013,SB,F,A,unknown,unknown,NA,71.5416,-157.1659,NA,NA,26.5,0.95
21326,25/03/2013,2013,SB,M,A,unknown,no,NA,71.437,-156.4485,NA,NA,4,1.4
21551,26/03/2013,2013,CS,M,S,unknown,no,NA,67.2072,-166.4736,NA,NA,10.5,1.15
21327,28/03/2013,2013,SB,M,A,unknown,no,NA,71.5208,-156.7102,NA,NA,2,0.88
21328,28/03/2013,2013,SB,M ,A,unknown,no,NA,71.6289,-156.5205,NA,NA,4,1
21330,28/03/2013,2013,SB,M,A,yes,no,NA,71.4638,-155.8441,NA,NA,19.5,1.05
21329,28/03/2013,2013,SB,M,A,unknown,no,NA,71.5327,-156.5517,NA,NA,2,1.5
21333,29/03/2013,2013,SB,F,A,no,no,older cubs,71.5968,-154.9243,2,C1,7.5,1.25
21274,29/03/2013,2013,SB,M,A,unknown,no,NA,71.4812,-155.443,NA,NA,1,0.9
21337,31/03/2013,2013,SB,M,A,unknown,no,NA,71.8353,-155.7732,NA,NA,7,0.95
21222,31/03/2013,2013,SB,M,A,unknown,no,NA,71.4161,-156.4914,NA,NA,33.5,1.55
21336,31/03/2013,2013,SB,F,A,unknown,unknown,NA,71.5604,-156.3934,NA,NA,6,0.85
21339,01/04/2013,2013,SB,F,A,unknown,no,older cubs,71.6621,-155.4196,1,c2,19,0.7
20710,01/04/2013,2013,SB,M,A,unknown,no,NA,71.4483,-156.3575,NA,NA,2.5,1.05
21556,03/04/2013,2013,CS,F,A,no,no,older cubs,67.7912,-166.7429,1,C1,6.5,1
21558,03/04/2013,2013,CS,M,A,unknown,no,NA,67.9208,-167.0285,NA,NA,5,1.25
20201,04/04/2013,2013,SB,F,A,no,no,older cubs,70.4884,-147.9716,2,c2,12,0.95
21563,07/04/2013,2013,CS,F,S,unknown,no,NA,67.2805,-166.5138,NA,NA,2.5,0.75
21565,08/04/2013,2013,CS,F,A,unknown,unknown,NA,67.3247,-168.8431,NA,NA,14.5,0.8
21564,08/04/2013,2013,CS,M,A,unknown,no,NA,67.3206,-168.9121,NA,NA,19,0.8
21566,08/04/2013,2013,CS,M,A,unknown,no,NA,67.3247,-168.8431,NA,NA,12.5,1.3
21567,11/04/2013,2013,CS,F,A,no,no,older cubs,67.8725,-166.5034,2,C1,7,0.95
21570,12/04/2013,2013,CS,M,A,unknown,no,NA,66.9607,-168.4813,NA,NA,16.5,1.1
21344,13/04/2013,2013,SB,M,A,yes,no,NA,70.9684,-146.8871,NA,NA,4.5,1.15
20961,13/04/2013,2013,SB,F,A,yes,unknown,NA,70.9684,-146.8871,NA,NA,5,1.1
21573,14/04/2013,2013,CS,F,S ,unknown,unknown,NA,67.1452,-167.8927,NA,NA,6,0.8
21574,14/04/2013,2013,CS,M,A,unknown,no,NA,67.1504,-167.8018,NA,NA,14,1.1
21572,14/04/2013,2013,CS,M,A,unknown,no,NA,67.1132,-168.0707,NA,NA,9,1.15
21571,14/04/2013,2013,CS,M,A,unknown,no,NA,67.0188,-167.8511,NA,NA,6,1.35
21576,16/04/2013,2013,CS,M,S,unknown,no,NA,67.3051,-164.922,NA,NA,48.5,0.65
20525,17/04/2013,2013,SB,F,A,no,yes,coy,71.0041,-146.448,1,C0,19,1.8
21578,17/04/2013,2013,CS,M,A,unknown,no,NA,67.1521,-166.4706,NA,NA,8.5,1
21579,17/04/2013,2013,CS,M,S,unknown,no,NA,67.2547,-165.9295,NA,NA,9,1.35
21577,17/04/2013,2013,CS,M,A,unknown,no,NA,67.0036,-166.4875,NA,NA,20.5,1.4
