BearID,Capture Date,YearCaptured,Popn,Sex,AgeClass,Mating,Denning,den_method,Lat,Long,NoCubs,CubAge,Urea Nitrogen,Creatinine
21581,18/04/2013,2013,CS,M,A,unknown,no,NA,67.8748,-166.2175,NA,NA,70,1.05
21580,18/04/2013,2013,CS,M,A,unknown,no,NA,67.6636,-166.9075,NA,NA,15.5,1.5
21351,18/04/2013,2013,SB,F,A,unknown,unknown,NA,70.9483,-149.95,NA,NA,20.5,1.05
21586,27/04/2013,2013,CS,F,S,unknown,no,NA,67.3084,-165.7406,NA,NA,16,0.8
21587,27/04/2013,2013,CS,M,A,unknown,no,NA,67.4505,-165.389,NA,NA,37,0.8
21589,29/04/2013,2013,CS,F,A,unknown,unknown,NA,66.5962,-165.6383,NA,NA,11.5,0.85
21591,29/04/2013,2013,CS,M,A,unknown,no,NA,66.5986,-165.628,NA,NA,14.5,0.85
21588,29/04/2013,2013,CS,M,A,unknown,no,NA,66.7583,-165.744,NA,NA,8,0.95
21590,29/04/2013,2013,CS,M,A,unknown,no,NA,66.5962,-165.6383,NA,NA,7.5,1.25
21592,30/04/2013,2013,CS,F,A,unknown,unknown,NA,67.8644,-167.6005,NA,NA,13,0.8
21593,30/04/2013,2013,CS,M,A,unknown,no,NA,67.8644,-167.6005,NA,NA,10,1.6
21364,31/03/2014,2014,SB,F,A,no,no,older cubs,71.6659,-156.2063,1,C1,37.5,0.9
21366,06/04/2014,2014,SB,F,A,yes,unknown,NA,70.8731,-148.3105,NA,NA,3.5,0.85
20525,07/04/2014,2014,SB,F,A,no,no,older cubs,71.0721,-146.7139,1,C1,21,0.75
21367,07/04/2014,2014,SB,M,A,yes,no,NA,70.8796,-148.2898,NA,NA,5,0.95
21368,08/04/2014,2014,SB,F,A,yes,unknown,NA,70.5078,-147.9662,NA,NA,9.5,0.9
21369,09/04/2014,2014,SB,F,A,no,yes,coy,70.4005,-148.1287,2,c0,13,1.4
32261,09/04/2014,2014,SB,M ,A,unknown,no,NA,70.8455,-147.4522,NA,NA,28,1.3
21374,10/04/2014,2014,SB,F,A,yes,unknown,NA,70.5166,-146.7975,NA,NA,20,0.6
21376,11/04/2014,2014,SB,F,A,no,unknown,NA,71.0003,-146.2912,NA,NA,5,0.9
20110,12/04/2014,2014,SB,M,A,unknown,no,NA,71.1492,-149.7437,NA,NA,12.5,1.1
21380,13/04/2014,2014,SB,F,A,unknown,unknown,NA,70.5265,-148.2122,NA,NA,24,0.7
21366,14/04/2014,2014,SB,F,A,yes,unknown,NA,71.1787,-149.0974,NA,NA,14,0.8
21368,18/04/2014,2014,SB,F,A,yes,unknown,NA,70.6072,-148.1659,NA,NA,27.5,0.85
21374,19/04/2014,2014,SB,F,A,yes,unknown,NA,70.9794,-142.9954,NA,NA,8.5,0.7
21376,20/04/2014,2014,SB,F,A,no,unknown,NA,71.1332,-143.9239,NA,NA,5,1
21362,25/04/2014,2014,SB,M,A,unknown,no,NA,72.061,-155.0068,NA,NA,10.5,1.15
21598,25/03/2015,2015,CS,F,A,yes,unknown,NA,67.8303,-166.1394,NA,NA,4.5,1.15
21597,25/03/2015,2015,CS,M,A,yes,no,NA,67.8303,-166.1394,NA,NA,7,2.35
21599,26/03/2015,2015,CS,M,S ,unknown,no,NA,67.9588,-166.4163,NA,NA,3.5,1.35
21604,31/03/2015,2015,CS,F,A,yes,unknown,NA,66.9869,-166.5789,NA,NA,22.5,0.95
21194,01/04/2015,2015,CS,F,A,no,no,older cubs,67.2399,-164.661,2,C2,23.5,1.05
21392,01/04/2015,2015,SB,F,A,yes,unknown,NA,71.4955,-155.3802,NA,NA,23,0.75
20849,02/04/2015,2015,SB,M ,A,unknown,no,NA,71.4755,-156.1897,NA,NA,3,1.75
21608,02/04/2015,2015,CS,M,A,unknown,no,NA,67.7117,-165.7281,NA,NA,28,1.85
21609,03/04/2015,2015,CS,F,A,yes,unknown,NA,66.9181,-165.8623,NA,NA,18.25,1.13
21395,03/04/2015,2015,SB,M,A,yes,no,NA,71.4145,-156.2434,NA,NA,66,1.5
21274,04/04/2015,2015,SB,M,A,yes,no,NA,71.5756,-156.1176,NA,NA,6.5,1.35
21612,05/04/2015,2015,CS,M,A,unknown,no,NA,67.9573,-168.1298,NA,NA,13,0.85
21611,05/04/2015,2015,CS,M,A,unknown,no,NA,67.9464,-167.0457,NA,NA,33,2.05
21399,09/04/2015,2015,SB,F,A,unknown,unknown,NA,70.9314,-148.3836,NA,NA,3,0.65
21615,11/04/2015,2015,CS,F,A,yes,unknown,NA,67.9463,-168.2646,NA,NA,17,1.2
21343,11/04/2015,2015,SB,F,A,no,unknown,NA,70.5038,-148.7587,NA,NA,16.5,1
21617,12/04/2015,2015,CS,F,A,yes,unknown,NA,67.5179,-166.1725,NA,NA,14.5,0.75
21625,14/04/2015,2015,CS,M,S,unknown,no,NA,67.8417,-166.5676,NA,NA,35,0.8
21380,14/04/2015,2015,SB,F,A,yes,unknown,NA,70.734,-150.39,NA,NA,8.5,0.85
21276,14/04/2015,2015,SB,F,A,unknown,unknown,NA,70.3323,-146.6587,NA,NA,10.5,1.25
21627,15/04/2015,2015,CS,F,A,no,no,older cubs,67.7666,-166.288,2,C1,16.5,1.1
21630,16/04/2015,2015,CS,F,S ,no,no,older cubs,67.1572,-165.6446,2,C1,35.5,1.15
21169,16/04/2015,2015,CS,M,A,unknown,no,NA,67.2257,-165.2881,NA,NA,7.5,1.7
21633,17/04/2015,2015,CS,F,A,yes,unknown,NA,66.9173,-166.3201,NA,NA,13,0.65
20726,17/04/2015,2015,SB,M,A,yes,no,NA,70.5151,-147.7791,NA,NA,8,1.45
21249,17/04/2015,2015,SB,F,A,yes,unknown,NA,70.5151,-147.7791,NA,NA,9,0.8
21214,17/04/2015,2015,SB,F,A,yes,unknown,NA,70.3308,-146.6789,NA,NA,11.5,0.99
21399,20/04/2015,2015,SB,F,A,unknown,unknown,NA,71.6432,-150.9048,NA,NA,2.5,0.6
21343,20/04/2015,2015,SB,F,A,no,unknown,NA,70.7594,-148.1994,NA,NA,4,0.9
21502,21/04/2015,2015,CS,F,A,unknown,unknown,NA,67.508,-167.3421,NA,NA,22,0.75
21530,21/04/2015,2015,CS,M,A,unknown,no,NA,67.3711,-165.6397,NA,NA,16,1.4
32698,22/04/2015,2015,SB,F,A,no,yes,coy,70.1615,-145.5815,2,c0,18.5,0.7
22309,23/04/2015,2015,SB,F,A,no,yes,coy,70.3643,-147.0432,1,c0,5,1.35
20797,24/04/2015,2015,CS,F,S ,yes,unknown,NA,67.5425,-164.8772,NA,NA,27,0.85
21380,24/04/2015,2015,SB,F,A,yes,unknown,NA,71.0437,-150.7497,NA,NA,17,1
21643,27/04/2015,2015,CS,M,A,unknown,no,NA,67.3944,-166.5131,NA,NA,23,1.25
21645,28/04/2015,2015,CS,M,A,unknown,no,NA,68.0766,-167.7243,NA,NA,35.5,0.95
32366,06/05/2015,2015,SB,F,A,yes,unknown,NA,70.3351,-143.8495,NA,NA,16,1.7
21307,07/05/2015,2015,SB,F,A,no,no,older cubs,70.7088,-147.7898,1,c1,7.5,1.05
20110,21/03/2016,2016,SB,M,A,unknown,no,NA,71.4832,-155.63,NA,NA,3.5,1.25
21649,22/03/2016,2016,CS,f,A,yes,no,older cubs,66.9192,-166.6645,2,C2,10,0.9
21648,22/03/2016,2016,CS,m,A,yes,no,NA,66.7694,-166.4526,NA,NA,7.5,2.1
21652,25/03/2016,2016,CS,m,A,yes,no,NA,67.5385,-167.6616,NA,NA,6.5,0.85
21653,25/03/2016,2016,CS,m,A,unknown,no,NA,67.5187,-167.404,NA,NA,3,1.45
21654,26/03/2016,2016,CS,f,A,yes,no,older cubs,67.5723,-167.5972,1,C2,9,0.95
21199,26/03/2016,2016,CS,m,A,yes,no,NA,67.5527,-167.5903,NA,NA,2,1.25
22313,26/03/2016,2016,SB,M,A,unknown,no,NA,71.7132,-154.6385,NA,NA,25.5,1.35
22312,26/03/2016,2016,SB,F,A,unknown,unknown,NA,71.8647,-155.6243,NA,NA,8,0.85
20195,27/03/2016,2016,SB,M,A,unknown,no,NA,71.4961,-153.316,NA,NA,9,2.35
22314,27/03/2016,2016,SB,F,A,yes,unknown,NA,71.4961,-153.316,NA,NA,4.5,0.8
21656,28/03/2016,2016,CS,f,A,no,no,older cubs,67.5087,-167.8084,1,C1,4,1.1
21509,28/03/2016,2016,CS,f,S ,yes,no,older cubs,67.2679,-167.7453,2,C2,4,0.95
22315,28/03/2016,2016,SB,M,S,unknown,no,NA,71.4681,-153.7359,NA,NA,10,1
21604,29/03/2016,2016,CS,F,A,yes,unknown,NA,67.4176,-167.9318,NA,NA,20.5,0.8
22316,29/03/2016,2016,SB,M,A,unknown,no,NA,71.4635,-154.1153,NA,NA,4.5,1.05
20490,29/03/2016,2016,SB,M,A,unknown,no,NA,71.4646,-153.9198,NA,NA,2.5,1.35
21658,29/03/2016,2016,CS,m,A,unknown,no,NA,67.4107,-167.7084,NA,NA,9,1.45
21627,30/03/2016,2016,CS,f,A,no,no,older cubs,66.5936,-167.7258,2,C2,13.5,1.1
20971,01/04/2016,2016,SB,F,A,no,no,older cubs,70.6688,-147.0817,1,c2,4,0.9
21659,04/04/2016,2016,CS,m,S,no,no,NA,66.3633,-166.0672,NA,NA,12,0.75
21662,05/04/2016,2016,CS,f,A,no,no,older cubs,67.8209,-167.1943,2,C1,36,1.05
21661,05/04/2016,2016,CS,F,A,no,unknown,NA,67.6118,-166.2185,NA,NA,8,0.75
21660,05/04/2016,2016,CS,m,S,no,no,NA,67.5203,-166.0611,NA,NA,30,1
21523,05/04/2016,2016,CS,m,A,unknown,no,NA,67.6516,-166.4784,NA,NA,4.5,1.1
21180,06/04/2016,2016,CS,f,A,no,no,older cubs,67.0715,-166.4683,1,C1,35.5,0.95
21666,07/04/2016,2016,CS,F,A,no,no,older cubs,67.2601,-166.1235,2,C1,12.5,0.85
21669,07/04/2016,2016,CS,f,A,yes,unknown,NA,67.2416,-165.7575,NA,NA,38,0.9
21608,07/04/2016,2016,CS,M,A,yes,no,NA,67.0996,-166.4566,NA,NA,10.5,1.65
21670,08/04/2016,2016,CS,f,A,no,no,older cubs,67.4838,-167.6558,2,C1,2.5,0.8
21673,09/04/2016,2016,CS,F,A,no,no,older cubs,67.1089,-166.0737,2,C2,36.5,0.6
22305,09/04/2016,2016,SB,F,A,unknown,unknown,NA,70.7305,-147.7234,NA,NA,14.5,0.9
21676,10/04/2016,2016,CS,M,A,unknown,no,NA,67.406,-166.6951,NA,NA,28.5,1.45
21678,12/04/2016,2016,CS,f,A,yes,no,older cubs,66.5289,-167.5197,2,C2,25,0.8
21677,12/04/2016,2016,CS,M,A,unknown,no,NA,66.7081,-166.9778,NA,NA,24,1.2
21536,12/04/2016,2016,CS,M,A,yes,no,NA,67.2444,-166.6524,NA,NA,34.5,1.35
22318,12/04/2016,2016,SB,F,A,unknown,unknown,NA,70.8836,-146.388,NA,NA,2.5,1.15
21681,13/04/2016,2016,CS,F,A,no,no,older cubs,66.7379,-166.9146,1,C1,21.5,0.8
21684,13/04/2016,2016,CS,F,A,yes,unknown,NA,66.6547,-167.1709,NA,NA,18.5,0.85
21683,13/04/2016,2016,CS,M,A,yes,no,NA,66.6322,-167.1383,NA,NA,17,0.95
21692,14/04/2016,2016,CS,F,A,no,no,older cubs,67.0708,-166.8612,1,C2,23,0.85
21688,14/04/2016,2016,CS,F,A,no,no,older cubs,67.5238,-165.378,1,C1,15,0.95
21685,14/04/2016,2016,CS,F,A,no,no,older cubs,67.291,-166.4001,2,C1,25.5,0.9
21186,14/04/2016,2016,CS,M,A,yes,no,NA,67.513,-166.0492,NA,NA,21.5,1.7
21690,15/04/2016,2016,CS,F,A,no,no,older cubs,67.1753,-165.9317,1,C1,16,0.8
20480,17/04/2016,2016,SB,F,A,no,no,older cubs,70.7446,-149.3706,2,c1,8,0.75
22305,17/04/2016,2016,SB,F,A,unknown,unknown,NA,71.4971,-151.8965,NA,NA,10,0.95
22318,21/04/2016,2016,SB,F,A,unknown,unknown,NA,71.0812,-147.628,NA,NA,25.5,0.9
21403,22/04/2016,2016,SB,F,A,yes,unknown,NA,70.7253,-146.0833,NA,NA,27,0.7
21402,22/04/2016,2016,SB,F,A,unknown,unknown,NA,70.7202,-146.8342,NA,NA,39,0.9
21405,23/04/2016,2016,SB,M,A,unknown,no,NA,70.8202,-145.4322,NA,NA,36,1.15
21706,24/03/2017,2017,CS,F,25,unknown,unknown,NA,66.927,-165.5213,NA,NA,33.5,1.35
21705,24/03/2017,2017,CS,M,14,unknown,unknown,NA,66.9118,-166.7706,NA,NA,5.5,1.35
21708,25/03/2017,2017,CS,M,3,unknown,unknown,NA,66.7995,-165.9345,NA,NA,6.5,0.8
21707,25/03/2017,2017,CS,F,4,unknown,unknown,NA,67.045,-165.8064,NA,NA,16,1.15
21711,26/03/2017,2017,CS,F,16,unknown,unknown,NA,67.5907,-166.4286,2,c1,24.5,0.55
21710,26/03/2017,2017,CS,F,4,unknown,unknown,NA,67.5987,-166.4208,NA,NA,17.5,0.7
21725,31/03/2017,2017,CS,F,10,unknown,unknown,NA,67.5912,-166.8843,2,c1,20.5,0.8
21730,02/04/2017,2017,CS,F,18,unknown,unknown,NA,66.9965,-166.5012,NA,NA,40.5,1.15
21731,02/04/2017,2017,CS,M,18,unknown,unknown,NA,67.6165,-167.1062,NA,NA,7,1.55
21729,02/04/2017,2017,CS,M,15,unknown,unknown,NA,67.0124,-166.1543,NA,NA,25.5,1.75
21732,04/04/2017,2017,CS,M,4,unknown,unknown,NA,67.2015,-167.2237,NA,NA,38,0.8
21739,16/04/2017,2017,CS,F,13,unknown,unknown,NA,67.0585,-165.134,2,c1,29.5,0.65
21744,17/04/2017,2017,CS,M,3,unknown,unknown,NA,67.584,-165.9259,NA,NA,29,0.5
21632,17/04/2017,2017,CS,F,3,unknown,unknown,NA,66.9586,-165.3972,NA,NA,21.5,0.65
21623,17/04/2017,2017,CS,M,24,unknown,unknown,NA,67.013,-165.4505,NA,NA,25,0.8
